搜索词,广告活动,活动ID,ASIN,广告组ID,广告组名称,判定类型,应用层级,曝光,点击,花费,订单,销售额,来源报告周期,处理状态
2008 jeep liberty rack and pinion,SP-KW-MIXS-王云-转向器-PT4SGE24900,493207170739890,B0H6WKXNV3,351660888115112,GFNF,适配外年份,L2活动级否定,9.0,1.0,0.45,0.0,0.0,近7天,待模块E校验
2021nissan sentra rack and pinion,SP-KW-MIXS-王云-转向器-KC4SGE00300,495781270781270,B0FCXRVNRV,488692562598420,广泛,不相关品牌/车型,L2活动级否定,0.0,1.0,0.22,0.0,0.0,近7天,待模块E校验
rack and pinion steering assembly toyota corolla 2004,SP-KW-MIXS-王云-转向器-KX4SGE08500,497328677045073,B0GCNDR2G5,493757283702838,KX4SGE08500,适配外年份,L2活动级否定,8.0,2.0,1.44,0.0,0.0,近7天,待模块E校验
hydraulic steering rack toyota corolla 2003,SP-KW-MIXS-王云-转向器-KX4SGE08500,497328677045073,B0GR4GJ96D,493757283702838,KX4SGE08500,适配外年份,L2活动级否定,4.0,1.0,0.78,0.0,0.0,近7天,待模块E校验
rack and pinion steering for toyota corolla 2007,SP-KW-MIXS-王云-转向器-KX4SGE08500,497328677045073,B0GR4GJ96D,493757283702838,KX4SGE08500,适配外年份,L2活动级否定,4.0,1.0,0.78,0.0,0.0,近7天,待模块E校验
hydraulic steering rack for mitsubishi pajero io,SP-KW-MIXS-王云-转向器-KC4SGE01700,499585670008575,B0GQZL592F,395320708860707,广泛,不相关品牌,L2活动级否定,7.0,2.0,1.04,0.0,0.0,近7天,待模块E校验
2004 hyundai elantra rack and pinion kit,SP-KW-MIXS-王云-转向器-KC4SGE04200,500980641186169,B0DPCXPSCH,311422852956400,广泛年份,适配外年份,L2活动级否定,4.0,1.0,0.72,0.0,0.0,近7天,待模块E校验
hydraulic steering rack for toyota rav4 2003,SP-KW-MIXS-王云-转向器-KC4SGE03400,508321324710812,B0CPLZXQ14,337589751320340,广泛年份,适配外年份,L2活动级否定,4.0,2.0,1.68,1.0,167.99,近7天,待模块E校验
toyota 2002 rav4 rack and pinion oil seal,SP-KW-MIXS-王云-转向器-KC4SGE03400,508321324710812,B0CPLZXQ14,337589751320340,广泛年份,适配外年份,L2活动级否定,3.0,2.0,1.54,0.0,0.0,近7天,待模块E校验
2002 toyota rav4 japanese steering rack,SP-KW-MIXS-王云-转向器-KC4SGE03400,508321324710812,B0DPCWQQCS,337589751320340,广泛年份,适配外年份,L2活动级否定,8.0,1.0,0.46,0.0,0.0,近7天,待模块E校验
2003 toyota rav4 rack and pinion bushes,SP-KW-MIXS-王云-转向器-KC4SGE03400,508321324710812,B0GR45RYFH,337589751320340,广泛年份,适配外年份,L2活动级否定,10.0,3.0,1.93,0.0,0.0,近7天,待模块E校验
honda crv rack and pinion,SP-KW-MIXS-王云-转向器-KC4PSP15900,508698268817487,B0DPMWTLZB,285568781381465,GFNF,不相关品牌,L2活动级否定,5.0,1.0,0.74,0.0,0.0,近7天,待模块E校验
1998 honda crv rack and pinion,SP-KW-MIXS-王云-转向器-KC4PSP15900,508698268817487,B0F6LRP4ZW,285568781381465,GFNF,不相关品牌,L2活动级否定,9.0,1.0,0.74,0.0,0.0,近7天,待模块E校验
honda crv rack and pinion,SP-KW-MIXS-王云-转向器-KC4PSP15900,508698268817487,B0F6LRP4ZW,285568781381465,GFNF,不相关品牌,L2活动级否定,12.0,1.0,0.74,0.0,0.0,近7天,待模块E校验
2017 jeep patriot sport 2.4 engine rack and pinion,SP-AUTO-MIXS-王云-转向器-KX4SGE09700,509416468570480,B0DPCXSHJ8,310344173542908,KX4SGE09700 Hydraulic Power,适配外年份,L2活动级否定,2.0,1.0,0.55,0.0,0.0,近7天,待模块E校验
2004 acura tsx rack and pinion,SP-KW-BR-王云-转向器-B0DPCWXT64-KC4PSP17900,516321833791923,B0DPCWXT64,393498933492588,SP-KW-转向器-王云-BD-KC4PSP17900-B0DPCWXT64,适配外年份,L2活动级否定,28.0,3.0,2.88,1.0,172.99,近7天,待模块E校验
2005 acura tsx rack and pinion,SP-KW-BR-王云-转向器-B0DPCWXT64-KC4PSP17900,516321833791923,B0DPCWXT64,393498933492588,SP-KW-转向器-王云-BD-KC4PSP17900-B0DPCWXT64,适配外年份,L2活动级否定,18.0,3.0,3.24,1.0,172.99,近7天,待模块E校验
2006 acura tsx rack and pinion,SP-KW-BR-王云-转向器-B0DPCWXT64-KC4PSP17900,516321833791923,B0DPCWXT64,393498933492588,SP-KW-转向器-王云-BD-KC4PSP17900-B0DPCWXT64,适配外年份,L2活动级否定,11.0,1.0,1.08,0.0,0.0,近7天,待模块E校验
2007 acura tsx rack and pinion,SP-KW-BR-王云-转向器-B0DPCWXT64-KC4PSP17900,516321833791923,B0DPCWXT64,393498933492588,SP-KW-转向器-王云-BD-KC4PSP17900-B0DPCWXT64,适配外年份,L2活动级否定,16.0,2.0,2.16,0.0,0.0,近7天,待模块E校验
power steering rack and pinion acura 2004 tsx,SP-KW-BR-王云-转向器-B0DPCWXT64-KC4PSP17900,516321833791923,B0DPCWXT64,393498933492588,SP-KW-转向器-王云-BD-KC4PSP17900-B0DPCWXT64,适配外年份,L2活动级否定,1.0,1.0,1.08,0.0,0.0,近7天,待模块E校验
power steering rack pinion for acura 2004 tsx,SP-KW-BR-王云-转向器-B0DPCWXT64-KC4PSP17900,516321833791923,B0DPCWXT64,393498933492588,SP-KW-转向器-王云-BD-KC4PSP17900-B0DPCWXT64,适配外年份,L2活动级否定,8.0,2.0,2.08,0.0,0.0,近7天,待模块E校验
2003 toyota camry rack and pinion,SP-KW-MIXS-王云-转向器王云-KC4SGE01800,520517159687618,B0GQZFFJLK,530489001982108,GFNF,适配外年份,L2活动级否定,3.0,1.0,0.73,0.0,0.0,近7天,待模块E校验
2008 lexus es350 rack and pinion,SP-KW-MIXS-王云-转向器王云-KC4SGE01800,520517159687618,B0GQZFFJLK,530489001982108,GFNF,适配外年份,L2活动级否定,3.0,1.0,0.76,0.0,0.0,近7天,待模块E校验
2008 lexus es350 rack and pinion delco,SP-KW-MIXS-王云-转向器王云-KC4SGE01800,520517159687618,B0GQZFFJLK,530489001982108,GFNF,适配外年份,L2活动级否定,4.0,1.0,0.76,0.0,0.0,近7天,待模块E校验
2008 lexus es350 rack and pinion,SP-KW-MIXS-王云-转向器王云-KC4SGE01800,520517159687618,B0H6WDHXH5,530489001982108,GFNF,适配外年份,L2活动级否定,3.0,1.0,0.76,0.0,0.0,近7天,待模块E校验
2006 nissan altima 2.5 rack and pinion,SP-KW-MIXS-王云-转向器-KX4SGE12900,523641136226609,B0FCXVNLJ6,496480944421355,Altima,适配外年份,L2活动级否定,7.0,2.0,1.32,0.0,0.0,近7天,待模块E校验
2010 ford f150 single cab long bed 2wd 4.6l steering rack,SP-KW-MIXS-王云-转向器-KX4SGE08100,525385083960750,B0DPCX4KJV,305831764937158,广泛,不相关品牌,L2活动级否定,4.0,1.0,0.6,0.0,0.0,近7天,待模块E校验
ford f150 rack and pinion,SP-KW-MIXS-王云-转向器-KX4SGE08100,525385083960750,B0DPCX4KJV,517397993891000,KX4SGE08100 MODEL,不相关品牌,L2活动级否定,41.0,1.0,0.75,0.0,0.0,近7天,待模块E校验
2010 toyota prius rim 15 rack and pinion,SP-KW-MIXS-王云-转向器-PT4SGE19400,526083272319115,B0F6LJ6TSH,479320773654522,PT4SGE19400,适配外年份,L2活动级否定,7.0,1.0,0.86,0.0,0.0,近7天,待模块E校验
2008 toyota rav4 steering rack,SP-KW-MIXS-王云-转向器-PT4SGE18500,529005462384968,B0GR2TR2DP,292523390895547,PT4SGE18500,适配外年份,L2活动级否定,3.0,1.0,0.69,0.0,0.0,近7天,待模块E校验
2005 acura mdx rack and pinion,SP-KW-MIXS-王云-转向器-KC4SGE03200,532938447458537,B0GR2RVVV3,318799616355946,Acura MDX,适配外年份,L2活动级否定,31.0,2.0,1.46,0.0,0.0,近7天,待模块E校验
2006 acura mdx steering rack,SP-KW-MIXS-王云-转向器-KC4SGE03200,532938447458537,B0GR2RVVV3,318799616355946,Acura MDX,适配外年份,L2活动级否定,1.0,1.0,0.45,0.0,0.0,近7天,待模块E校验
rack and pinion hyundai elantra 2008,SP-KW-MIXS-王云-转向器-PT4SGE21100,534000652392994,B0F673XCCG,448187645307774,广泛,适配外年份,L2活动级否定,9.0,1.0,0.08,0.0,0.0,近7天,待模块E校验
2001 lexus rx300 steering rack,SP-KW-MIXS-王云-转向器-KX4SGE16500,534587547932822,B0DPZS1LTK,351668612086155,RX300,适配外年份,L2活动级否定,3.0,1.0,0.45,1.0,166.99,近7天,待模块E校验
2009 ford flex power steering rack,SP-KW-MIXS-王云-转向器-KX4SGE11100,535719948259660,B0DSPSL9SX,513881118480005,GFNF,适配外年份,L2活动级否定,1.0,1.0,0.62,0.0,0.0,近7天,待模块E校验
2010 ford flex rack and pinion,SP-KW-MIXS-王云-转向器-KX4SGE11100,535719948259660,B0DSPSL9SX,513881118480005,GFNF,适配外年份,L2活动级否定,1.0,1.0,0.55,0.0,0.0,近7天,待模块E校验
2008 ford taurus x rack and pinion,SP-KW-MIXS-王云-转向器-KX4SGE11100,535719948259660,B0GR4QK87D,513881118480005,GFNF,适配外年份,L2活动级否定,19.0,1.0,0.55,0.0,0.0,近7天,待模块E校验
rack and pinion for 2003 lexus rx 300,SP-AUTO-MIXS-王云-转向器-KX4SGE16500,537249647343945,B0DPCX66CY,393093067761604,KX4SGE16500 Hydraulic Power,不相关品牌,L2活动级否定,2.0,1.0,0.47,0.0,0.0,近7天,待模块E校验
2005 ford f150 4x4 steering rack,SP-AUTO-MIXS-王云-转向器-KC4SGE05100,537848717797431,B0F9P56J5K,389289720149066,KC4SGE05100 Hydraulic Power,不相关品牌,L2活动级否定,3.0,1.0,0.06,0.0,0.0,近7天,待模块E校验
rack and pinion steering assembly 2000 ford mustang,SP-AUTO-MIXS-王云-转向器-KC4SGE05400,542890146622068,B0F9P3N6DH,485884990877393,KC4SGE05400 Hydraulic Power,适配外年份,L2活动级否定,3.0,2.0,1.2,0.0,0.0,近7天,待模块E校验
ford mustang 2002 rack and pinion,SP-AUTO-MIXS-王云-转向器-KC4SGE05400,542890146622068,B0GR4KDGGX,485884990877393,KC4SGE05400 Hydraulic Power,适配外年份,L2活动级否定,3.0,2.0,1.2,0.0,0.0,近7天,待模块E校验
2011 ford f150 rack and pinion,SP-KW-BR-王云-转向器-B0F9P2QX6Z-KX4SGE13500,543696485885271,B0F9P2QX6Z,375609449580169,KX4SGE13500-B0F9P2QX6Z,不相关品牌,L2活动级否定,21.0,3.0,1.3,0.0,0.0,近7天,待模块E校验
2013 ford f series trucks rack and pinion,SP-KW-BR-王云-转向器-B0F9P2QX6Z-KX4SGE13500,543696485885271,B0F9P2QX6Z,375609449580169,KX4SGE13500-B0F9P2QX6Z,不相关品牌,L2活动级否定,6.0,1.0,0.74,0.0,0.0,近7天,待模块E校验
2014 ford f150 rack and pinion,SP-KW-BR-王云-转向器-B0F9P2QX6Z-KX4SGE13500,543696485885271,B0F9P2QX6Z,375609449580169,KX4SGE13500-B0F9P2QX6Z,不相关品牌,L2活动级否定,9.0,2.0,1.33,0.0,0.0,近7天,待模块E校验
1998 toyota 4runner rack and pinion,SP-KW-MIXS-王云-转向器-B0DPCXYMH5,543861515199004,B0DPCXYMH5,326074735860626,B0DPCXYMH5,适配外年份,L2活动级否定,21.0,1.0,0.29,0.0,0.0,近7天,待模块E校验
2000 toyota 4runner rack and pinion seal,SP-KW-MIXS-王云-转向器-B0DPCXYMH5,543861515199004,B0DPCXYMH5,326074735860626,B0DPCXYMH5,适配外年份,L2活动级否定,4.0,1.0,0.88,0.0,0.0,近7天,待模块E校验
2008 honda odyssey power steering rack,SP-KW-MIXS-王云-转向器-KX4SGE10900,544581359831705,B0F672VQYZ,546022892407951,Odyssey,适配外年份,L2活动级否定,4.0,1.0,0.81,0.0,0.0,近7天,待模块E校验
hydraulic steering rack honda odyssey 2010,SP-KW-MIXS-王云-转向器-KX4SGE10900,544581359831705,B0F672VQYZ,546022892407951,Odyssey,适配外年份,L2活动级否定,4.0,1.0,0.78,0.0,0.0,近7天,待模块E校验
2009 honda odyssey steering rack,SP-KW-MIXS-王云-转向器-KX4SGE10900,544581359831705,B0G7HT21MV,465624723869241,KX4SGE10900,适配外年份,L2活动级否定,2.0,1.0,0.75,0.0,0.0,近7天,待模块E校验
toyota sienna 2001 hydraulic steering rack,SP-KW-MIXS-王云-转向器-KX4SGE17100,546400871758991,B0DWJXRXNM,489616011074011,GFNF,适配外年份,L2活动级否定,44.0,2.0,1.08,0.0,0.0,近7天,待模块E校验
2002 toyota sienna rack and pinion,SP-KW-MIXS-王云-转向器-KX4SGE17100,546400871758991,B0GR4TZZVL,489616011074011,GFNF,适配外年份,L2活动级否定,6.0,1.0,0.63,0.0,0.0,近7天,待模块E校验
2003 toyota sienna rack and pinion,SP-KW-MIXS-王云-转向器-KX4SGE17100,546400871758991,B0GR4TZZVL,489616011074011,GFNF,适配外年份,L2活动级否定,18.0,1.0,0.63,0.0,0.0,近7天,待模块E校验
rack and pinion for a 2002 toyota sienna,SP-KW-MIXS-王云-转向器-KX4SGE17100,546400871758991,B0GR4TZZVL,489616011074011,GFNF,适配外年份,L2活动级否定,4.0,1.0,0.63,0.0,0.0,近7天,待模块E校验
rack and pinion steering assembly nissan maxima 2009 2014,SP-KW-BR-王云-转向器-B0F6734V72-KX4SGE12700,549601474247645,B0F6734V72,447784714978905,B0F6734V72,适配外年份,L2活动级否定,1.0,1.0,0.99,0.0,0.0,近7天,待模块E校验
rack and pinion toyota sienna 2020,SP-KW-MIXS-王云-转向器-PT4SGE19200,558882070291307,B0GR4C16WD,285765342461786,PT4SGE19200,适配外年份,L2活动级否定,34.0,2.0,1.63,1.0,108.25,近7天,待模块E校验
"steering rack and pinion for toyota 11-15 sienna, steering rack and pinion assembly 2011 2012 2013 2014 2015 replacement",SP-KW-MIXS-王云-转向器-PT4SGE19200,558882070291307,B0GR4C16WD,285765342461786,PT4SGE19200,适配外年份,L2活动级否定,6.0,2.0,1.38,0.0,0.0,近7天,待模块E校验
2018 toyota sienna rack and pinion,SP-KW-MIXS-王云-转向器-PT4SGE19200,558882070291307,B0GR4S6CNN,285765342461786,PT4SGE19200,适配外年份,L2活动级否定,9.0,1.0,0.75,0.0,0.0,近7天,待模块E校验
2010 nissan versa hatchback sl rack and pinion,SP-KW-MIXS-王云-转向器-PT4SGE25800,561154060259783,B0DWMVNZQQ,518424112216376,PT4SGE25800 MODEL,适配外年份,L2活动级否定,12.0,1.0,0.28,0.0,0.0,近7天,待模块E校验
nissan versa hatchback 2010 steering rack,SP-KW-MIXS-王云-转向器-PT4SGE25800,561154060259783,B0DWMVNZQQ,518424112216376,PT4SGE25800 MODEL,适配外年份,L2活动级否定,2.0,1.0,0.69,1.0,99.99,近7天,待模块E校验
rack and pinion for 2009 nissan versa,SP-KW-MIXS-王云-转向器-PT4SGE25800,561154060259783,B0GR317V49,518424112216376,PT4SGE25800 MODEL,适配外年份,L2活动级否定,6.0,1.0,0.69,0.0,0.0,近7天,待模块E校验
2010 nissan versa hatchback sl rack and pinion,SP-KW-MIXS-王云-转向器-PT4SGE25800,561154060259783,B0GR4TXN5L,518424112216376,PT4SGE25800 MODEL,适配外年份,L2活动级否定,8.0,2.0,1.14,0.0,0.0,近7天,待模块E校验
2012 mitsubishi lancer steering rack,SP-KW-BR-王云-转向器-B0DPCWN73Z-KX4SGE17700,562385525546795,B0DPCWN73Z,506254952965114,SP-KW-转向器-王云-BD-KX4SGE17700-B0DPCWN73Z,适配外年份,L2活动级否定,1.0,1.0,0.45,0.0,0.0,近7天,待模块E校验
